Case Numbers,Total Records by Case,Project Name,Net Units,Block Lot,Min Filed,Max Action,Allowed Height,Plan Area,Case Decision Date,Case Decision,Q4 Report Status,Last Planning Suffix,Last Planning Action,Days,EP Complete,EP Interim,EP Open,Cat Ex 32,CPE,Neg Dec,EIR,E,C,V,X,D,A,R,Total,Diff,Multiple,Cancelled Planning,Cancelled BP,In Current Planning,BP Reinstated,BP Issued,Occupancy Permit,Planning Approved,Case # in Q4 Report,Blocklot in Q4 Report,In Q4 Report,Possibly Missing Data,Final Status,Case Year,Filing Year,Action Year,Should Be,Reason,Project Size Class
2008.1156,1,675 44th av,1,#N/A,10/1/2008,9/24/2009,#N/A,#N/A,9/24/2009,Disapproved,0,D,Denied,358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2009,,,Small
2008.1162,2,1100 golden gate av,98,0757025,12/11/2008,9/2/2009,50,0,12/18/2008,,BP ISSUED,E,EP Complete,265,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2008,2008,2009,,,Large
2008.1171,2,265 dorland street,4,3580035,10/7/2008,11/24/2009,40,0,12/9/2010,Approved,PL Approved,V,Approved,413,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2009,,,Small
2008.1172,1,1101 so. van ness,3,3638085,10/2/2008,11/20/2008,55,1,11/20/2008,Approved,0,D,Approved,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2008,,,Small
2008.1178,2,1344 clayton st,1,2660015,10/9/2008,5/26/2009,40,0,5/26/2009,Withdrawn,0,V,Withdrawn,229,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2009,,,Small
2008.1209,1,1409 - 1411 sanchez street,1,#N/A,2/3/2009,2/19/2009,#N/A,#N/A,2/19/2009,Approved,0,D,Approved,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Approved,2008,2009,2009,,,Small
2008.1210,1,377 bay st,4,0041039,10/20/2008,4/15/2009,40,0,,Approved,BP Filed,V,Approved,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2009,,,Small
2008.1218,2,70 gold mine drive,2,7520033,10/23/2008,8/30/2011,40,0,6/23/2011,Approved,BP Filed,E,Withdrawn,1041,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2008,2008,2011,Withdrawn,Application withdrawn,Small
2008.1228,2,2762 octavia st,2,0544016,10/28/2008,2/24/2010,40,0,2/24/2010,Withdrawn,0,V,Withdrawn,484,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2010,,,Small
2008.1273,2,25 balboa st,1,1643051,11/5/2008,10/22/2010,40,0,1/12/2009,Approved,PL Approved,V,Approved,716,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2010,,,Small
2008.1274,1,3441-3447 20th st,1,3610047,11/5/2008,3/27/2009,55,1,4/2/2009,Approved,0,E,EP Complete,142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2009,,,Small
2008.1307,1,605 mississippi st,1,4103036,11/25/2008,1/20/2009,40,1,1/23/2009,Approved,PL Approved,E,EP Complete,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2009,,,Small
2008.0807,1,371 06th av,1,1438015,7/8/2008,10/29/2008,40,0,10/29/2008,Approved,0,V,Approved,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2008,,,Small
2006.1406,1,4044 balboa st,6,1584019,11/21/2006,11/19/2008,40,0,11/19/2008,,0,C,Cancelled,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2006,2006,2008,,,Small
2008.1350,1,118 jones st,1,0343011,12/10/2008,3/20/2009,120,0,3/20/2009,Withdrawn,0,X,Withdrawn,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2009,,,Small
2008.1364,1,1515 - 1517 12th avenue,2,#N/A,12/12/2008,2/26/2009,#N/A,#N/A,2/26/2009,Approved,0,D,Approved,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2009,,,Small
2008.1377,1,338 carl st,1,1265047,12/16/2008,3/18/2009,40,0,3/18/2009,Approved,CONSTRUCTION,V,Approved,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,Approved,2008,2008,2009,,,Small
2008.1379,7,448 pennsylvania av,1,4064007,12/18/2008,11/5/2009,40,1,11/5/2009,Withdrawn,0,V,Withdrawn,322,1,0,0,0,0,0,0,1,0,1,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2009,,,Small
2007.1084,2,4044 balboa st,6,1584019,9/18/2007,2/28/2011,40,0,8/13/2008,Cancelled,0,C,Cancelled,1259,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2007,2007,2011,,,Small
2008.1388,1,3619 balboa st,4,1607024,12/19/2008,1/31/2012,40,0,,Cancelled,0,E,Cancelled,1138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2012,,,Small
2008.1394,1,101 mississippi,18,#N/A,12/20/2008,10/14/2010,#N/A,#N/A,,Withdrawn,0,E,Withdrawn,663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2010,,,Medium
2008.1395,2,1501 - 1515 15th street,40,3553054,12/20/2008,10/6/2011,58,1,10/15/2013,Approved,CONSTRUCTION,X,Approved,1020,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2011,,,Medium
2008.1398,3,150 otis st,76,3513007,7/31/2009,6/11/2010,85,1,5/3/2010,Approved,0,R,EP Complete,315,2,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,Approved,2008,2009,2010,,,Large
2008.1400,1,1200 silver av,6,5918029,12/23/2008,2/11/2009,40,0,2/17/2009,Approved,PL Approved,E,EP Complete,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2008,2008,2009,,,Small
2008.1401,3,995 sutter st,3,0300012,12/23/2008,5/21/2009,130,0,1/16/2008,,0,V,Approved,149,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2009,,,Small
2004.0803,4,41 tehama st,198,#N/A,8/11/2004,3/5/2013,#N/A,#N/A,,CEQA,0,V,Withdrawn,3128,1,0,0,0,0,0,0,1,1,1,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,Cancelled,2004,2004,2013,,,Large
2009.0005,1,1629 dolores street,3,#N/A,1/6/2009,4/9/2009,#N/A,#N/A,4/9/2009,Approved,0,D,Approved,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0036,1,2000 mcallister st,3,1160005,1/14/2009,9/14/2009,40,0,,CEQA,0,E,EP Complete,243,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0042,1,3665-3669 18th st,1,3587049,1/15/2009,5/29/2009,40,0,5/29/2009,Disapproved,0,V,Denied,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2009,2009,2009,,,Small
2009.0051,1,212 23rd av,1,1411022,1/21/2009,3/11/2009,40,0,3/13/2009,Approved,CONSTRUCTION,E,EP Complete,49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2008.0801,4,41 tehama st,350,3736074,7/3/2008,1/25/2013,200,1,11/29/2012,Approved,PL Approved,V,Approved,1667,2,0,0,0,2,0,0,2,0,1,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,1,1,0,Approved,2008,2008,2013,,,Large
2009.0069,1,564 chenery st,1,6727016,1/27/2009,7/22/2009,40,0,,CEQA,BP Filed,E,EP Complete,176,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0098,1,1090 dolores st,1,3649011,2/5/2009,5/15/2009,40,0,5/15/2009,Approved,0,V,Approved,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0102,2,1966 great highway,2,2086007A,2/5/2009,9/21/2010,40,0,9/21/2010,Approved,BP Filed,V,Approved,593,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.0104,1,7 seymour st,1,1154023,2/6/2009,4/10/2009,40,0,4/10/2009,Approved,CONSTRUCTION,V,Approved,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0108,1,10 hallam street,1,3755079,5/27/2010,5/15/2014,50,1,5/15/2014,Cancelled,BP Filed,V,Cancelled,1449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,Cancelled,2009,2010,2014,,,Small
2009.0112,2,one capitol avenue,28,7148040,2/12/2009,5/13/2010,40,0,5/13/2010,Approved,CONSTRUCTION,C,Approved,455,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Medium
2009.0113,1,1510 25th st,1,4224027,2/12/2009,10/23/2009,40,1,10/23/2009,Approved,BP ISSUED,V,Approved,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,Approved,2009,2009,2009,,,Small
2009.0124,3,1376 florida st,1,4272014,2/19/2009,2/12/2010,40,1,1/21/2010,Approved,0,V,Approved,358,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.0129,1,1701 09th av,6,2040001,2/24/2009,7/22/2009,40,0,3/26/2009,CEQA,CONSTRUCTION,E,EP Complete,148,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0130,1,665 25th av,1,1568008B,2/24/2009,4/22/2009,40,0,,Approved,0,E,EP Complete,57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0133,1,3436 anza st,1,1519022B,2/24/2009,4/21/2009,40,0,4/24/2009,Approved,0,E,EP Complete,56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0156,9,89 belgrave av,1,2688072,2/26/2009,1/28/2014,40,0,,Disapproved,BP Filed,E,Cancelled,1797,0,0,0,0,0,0,0,3,0,1,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2009,2009,2014,,,Small
2009.0159,2,1540 market st,180,0836002,2/27/2009,,400,1,,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2009,2009,,,,Large
2013.0256,4,41 tehama st,398,3736074,3/7/2013,12/19/2013,200,1,11/14/2013,Approved,PL Approved,V,Approved,287,2,0,0,0,1,0,0,2,0,1,1,0,0,0,4,0,2,0,0,0,0,0,0,1,1,1,1,0,Approved,2013,2013,2013,,,Large
2007.1121,3,429 beale st,113,3767305,9/27/2007,5/26/2009,84,1,,,PL Approved,V,Approved,607,1,0,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2007,2007,2009,,,Large
2009.0175,4,5495 california st,2,1417031,3/5/2009,5/4/2011,40,0,3/3/2011,Approved,0,V,Approved,790,2,0,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2011,,,Small
2009.0180,3,411 valencia street,24,3554027,3/10/2009,5/12/2010,55,1,10/26/2011,Approved,0,E,EP Complete,428,2,0,0,0,2,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Medium
2012.1313,1,429 beale st,1,3767305,10/15/2012,4/9/2013,84,1,,,PL Approved,E,Cancelled,176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2012,2012,2013,,,Small
2009.0258,2,436 ofarrell st,9,0317005,4/1/2009,5/2/2014,130,0,5/2/2014,Approved,BP Filed,V,Approved,1857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2014,,,Small
2009.0296,1,2798 san bruno av,3,6048013,4/9/2009,8/19/2010,40,0,,CEQA,PL Filed,E,EP Interim,497,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2010,,,Small
2009.0297,1,239 minerva st,2,7092070,4/9/2009,7/22/2009,40,0,,CEQA,PL Approved,E,EP Complete,104,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0308,1,1201 cortland av,1,5654021,4/16/2009,6/4/2009,40,0,,Approved,0,V,Approved,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0313,1,1911-1915 quesada,2,5336047,4/20/2009,8/8/2013,40,0,8/8/2013,Cancelled,0,E,Cancelled,1571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2009,2009,2013,,,Small
2009.0328,1,148 highland av,1,5718048,4/23/2009,6/24/2009,40,0,,,0,V,Approved,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0335,3,1527 filbert st -- 2559 van ness,27,0527051,4/24/2009,12/3/2010,65,0,11/15/2010,Approved,0,V,Approved,588,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Medium
2006.1454,3,440 35th av,1,1466034,12/1/2006,11/27/2007,40,0,10/18/2007,Cancelled,0,D,Withdrawn,361,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2006,2006,2007,,,Small
2009.0343,3,229 ellis st,8,0331001A,5/4/2009,8/25/2011,130,0,,,PL Filed,E,EP Interim,843,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,1,0,Open,2009,2009,2011,,,Small
2009.0355,1,775 vermont st,1,4074011A,5/6/2009,8/6/2009,40,1,8/6/2009,Approved,0,V,Approved,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0365,3,4209 24th street,1,6505047,5/11/2009,6/25/2010,40,0,6/25/2010,Approved,0,V,Approved,410,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.0366,1,563 34th av,1,1510013,5/11/2009,9/8/2009,40,0,,CEQA,BP ISSUED,E,EP Interim,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2009,,,Small
2009.0380,1,260 arbor street,1,7554007,5/14/2009,,40,0,,,0,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2009,2009,,,,Small
2009.0396,1,77 farallones street,1,7108033,5/18/2009,8/6/2009,40,0,8/6/2009,Approved,BP ISSUED,C,Approved,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0412,4,1338 filbert st,4,0524031,5/21/2009,4/8/2010,40,0,,Approved,PL Approved,C,Approved,322,1,0,0,1,0,0,0,1,1,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2010,,,Small
2006.1517,1,440 35th av,1,#N/A,12/19/2006,11/27/2007,#N/A,#N/A,,Cancelled,0,D,Withdrawn,343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2006,2006,2007,,,Small
2009.0444,1,47 clarendon avenue,1,2706048,5/28/2009,6/24/2009,40,0,6/24/2009,Approved,0,V,Approved,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0476,4,178 townsend st,94,3788012,6/5/2009,9/23/2009,65,1,8/11/2009,,0,V,Approved,110,1,0,0,0,0,0,1,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Large
2009.0512,1,285 ocean av,4,6951021,6/11/2009,11/18/2009,40,0,,CEQA,PL Approved,E,EP Complete,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2013.0327,2,456 27th st,1,6580018,3/20/2013,9/23/2013,40,0,,,PL Filed,E,EP Complete,187,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,Approved,2013,2013,2013,,,Small
2014.0671,1,456 27th st,1,#N/A,5/2/2014,,#N/A,#N/A,,,0,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Open,2014,2014,,,,Small
2009.0583,3,251 arkansas st,2,4004024,7/1/2009,2/18/2010,40,1,2/18/2010,Approved,CONSTRUCTION,D,Approved,232,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2009,2009,2010,,,Small
2009.0756,3,469 raymond av,1,6244036,8/14/2009,5/21/2010,40,0,,,BP REINSTATED,E,EP Complete,280,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2010,,,Small
2013.1630,1,469 raymond av,1,#N/A,11/8/2013,,#N/A,#N/A,,,0,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Open,2013,2013,,,,Small
2008.0380,1,472 ellis st,58,#N/A,3/26/2008,3/18/2010,#N/A,#N/A,11/13/2008,Approved,0,E,EP Complete,722,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2010,,,Large
2009.0711,1,354 20th av,1,1451032,7/28/2009,12/18/2009,40,0,12/18/2009,Approved,0,V,Approved,143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2009.0725,2,134 elsie st,1,5618011,8/4/2009,4/8/2010,40,0,4/8/2010,Approved,BP APPROVED,V,Approved,247,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.0754,1,2724 san bruno avenue,1,6048002,8/13/2009,4/17/2014,40,0,4/17/2014,Cancelled,BP Filed,C,Cancelled,1708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2014,,,Small
2008.0392,1,472 ellis st,60,0323015,4/2/2008,12/12/2008,80,0,12/12/2008,Approved,0,V,Approved,254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2008,2008,2008,,,Large
2006.0587,1,495 cambridge st,56,#N/A,5/4/2006,5/30/2007,#N/A,#N/A,,Withdrawn,BP Filed,E,Withdrawn,391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,Cancelled,2006,2006,2007,,,Large
2009.0765,4,374 - 05th st,47,3753008,8/19/2009,12/20/2010,85,1,,CEQA,PL Approved,V,Approved,488,1,0,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Medium
2009.0771,2,149 dore st,4,3519059,8/20/2009,6/15/2010,50,1,3/4/2010,Approved,0,D,Withdrawn,299,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,Approved,DR withdrawn does not mean project withdrawn,Small
2009.0802,1,1514 25th st,1,4224150,8/27/2009,2/18/2010,40,1,2/18/2010,Approved,0,V,Approved,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.0810,2,3120 23rd street,1,3638018,8/28/2009,4/2/2013,40,1,4/2/2013,Approved,0,V,Approved,1313,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2013,,,Small
2009.0812,1,5486 mission st,3,7044A006,8/28/2009,11/18/2009,40,0,,CEQA,PL Filed,E,EP Complete,82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2009,,,Small
2009.0827,2,126 27th av,1,1332049,9/2/2009,12/1/2010,40,0,,Approved,BP APPROVED,A,Approved,455,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2009,2009,2010,,,Small
2009.0858,1,910 york st,1,4144003,9/10/2009,3/26/2010,40,1,3/26/2010,Approved,0,V,Approved,197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2009.0869,2,2235 mission street,2,3590031,9/17/2009,3/18/2014,65,1,3/18/2014,Cancelled,0,V,Cancelled,1643,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2009,2009,2014,,,Small
2009.0871,1,4563 mission st,2,6014032,9/17/2009,5/3/2010,40,0,,CEQA,PL Approved,E,EP Complete,228,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2009,2009,2010,,,Small
2009.0875,1,4563-4563 mission street,2,6014032,9/17/2009,10/7/2010,40,0,10/7/2010,Approved,PL Approved,C,Approved,385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.0880,1,2100 mission st,29,3576001,9/21/2009,8/9/2010,65,1,,,PL Filed,E,EP Interim,322,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2010,,,Medium
2009.0884,1,132 clement st,2,1431022,9/22/2009,11/19/2009,40,0,11/19/2009,Approved,0,C,Approved,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2009,,,Small
2013.1711,1,495 cambridge st,32,#N/A,5/15/2014,,#N/A,#N/A,,,0,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Open,2013,2014,,,,Medium
2009.0908,2,1533 pacific av,1,0596031,9/28/2009,3/28/2013,40,0,,,BP Filed,E,Cancelled,1277,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2009,2009,2013,,,Small
2009.0909,3,253 parker av,1,1086006,9/28/2009,10/21/2010,40,0,10/21/2010,Approved,CONSTRUCTION,D,Approved,388,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2010,,,Small
2009.0979,1,5 dwight st,6,6122001,10/14/2009,5/27/2010,40,0,,CEQA,0,E,EP Complete,225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2009,2009,2010,,,Small
2007.1134,1,5 cyrus pl,1,0155052,10/3/2007,2/23/2009,65,0,2/23/2009,Approved,0,V,Approved,509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2007,2007,2009,,,Small
2009.1003,2,1138 page st,2,1219011,10/22/2009,10/12/2010,40,0,,Withdrawn,0,D,Withdrawn,355,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2009,2009,2010,,,Small
2009.1011,1,1801 & 1863 mission st,54,3548032,10/23/2009,,65,1,,,CONSTRUCTION,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Open,2009,2009,,,,Large
2007.1208,1,5 cyrus pl,1,#N/A,10/16/2007,12/11/2008,#N/A,#N/A,12/12/2008,Approved,0,E,EP Complete,422,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2007,2007,2008,,,Small
